,firstName,lastName,age,sex,Vehicle_Make,Vehicle_Model,Vehicle_Year,Vehicle_Type,iban,credit_card_number,credit_card_security_code,credit_card_start_date,credit_card_end_date,address_main,address_city,address_postcode,debt,retired,dependants,marital_status,salary,pension,company,commute_distance,sn
595,Callum,Newman,22,Male,Jeep,Q70,2003,Pickup,GB89SDQJ60425727762863,2706003241153870,425,02/18,03/21,Flat 2 Brown isle,West Damienland,UB00 1UX,0,False,4.0,married or civil partner,19108,0,Hunter PLC,6.14,SN596
596,Stephanie,Leach,32,Female,Subaru,Acadia,1998,Wagon,GB70RPLC07936099830307,3567539710487816,768,05/14,07/20,56 Hilton wells,Jamesmouth,W61 3NZ,0,False,2.0,divorced,97247,0,"Morgan, Weston and Hall",20.12,SN597
597,David,Jones,84,Male,Chevrolet,Passat,2000,SUV,GB82BRLF95827967463994,6553678646534322,434,03/14,12/18,Studio 33I Gibson common,Lake Naomiside,G05 8YB,0,True,1.0,single,37521,23608,None,0.0,SN598
598,Nicole,Thomas,26,Female,Chevrolet,Sierra (Classic) 3500 Regular Cab,2004,Sedan,GB60BNUL17464079490993,213147807611464,55,03/20,10/27,1 Mills tunnel,South Connor,S45 9NR,9976.18,False,2.0,married or civil partner,18702,0,"Storey, Whittaker and Richards",6.02,SN599
599,Arthur,Mistry,27,Male,Subaru,Montero,2003,Sedan,GB35LSGC87398305883119,502098808533,948,12/18,06/27,312 Parsons junctions,Williamstown,BN5M 3UU,0,False,2.0,married or civil partner,66135,0,Jones Ltd,15.72,SN600
600,Margaret,Hunt,38,Female,Saab,Rodeo,1994,Pickup,GB86LFUJ57279509215379,180005204896246,714,12/16,12/28,7 Tina viaduct,Lake Aimeeville,GL98 6ZA,0,False,2.0,single,98431,0,"Ball, Thompson and Ford",20.28,SN601
601,Rosemary,Taylor,39,Female,Mercedes-Benz,RL,1993,Van/Minivan,GB36UEGD67318945632815,372543081656356,784,07/13,06/14,Studio 13 Jonathan motorway,Lewisland,BH0 9QL,0,False,5.0,single,65347,0,Humphreys Group,15.6,SN602
602,Holly,Ford,61,Female,Toyota,Blazer,2007,SUV,GB94SUDW39185157875605,2281594453642041,647,10/13,06/27,71 Daniel manor,Valerieton,BA61 7NF,0,False,2.0,single,60262,0,"Price, Powell and Roberts",14.78,SN603
603,Holly,Robinson,74,Female,Chevrolet,Savana 2500 Passenger,2010,"Hatchback, Sedan",GB84HMOB87256317597385,30447170264755,457,11/16,09/30,Flat 56Q Pauline station,Godfreyview,M2S 9WL,0,True,2.0,single,35248,26120,None,0.0,SN604
604,Kathleen,Morgan,79,Female,Nissan,Savana 2500 Passenger,1992,"Hatchback, Convertible",GB28BRUI21526875807848,675981753576,75,02/19,11/22,2 Thomson track,New Geraldinemouth,G2 8XU,"{'amount': '9933.46', 'time_period_years': 5}",False,2.0,married or civil partner,44083,0,"Thomas, Rowley and Ellis",11.92,SN605
605,Thomas,Hill,27,Male,Acura,Sierra 3500 Extended Cab,2015,Sedan,GB91RBNX77423462862694,30119810812950,782,04/21,11/29,Studio 69i Harris pike,Port Leighburgh,W1 5YN,0,False,2.0,married or civil partner,34891,0,Dyer-Green,10.05,SN606
606,Nicola,Reynolds,63,Female,Dodge,Tacoma Regular Cab,2007,Van/Minivan,GB33OTYN17488032851226,2250042756010703,427,04/13,03/20,0 Davis burg,Kyleton,WV15 8AY,0,False,2.0,single,90606,0,Goodwin Inc,19.25,SN607
607,Kim,Warren,64,Female,Ford,Ram 1500 Mega Cab,2011,Coupe,GB91DHLP62509376441540,371364682141537,953,07/19,11/20,20 Jasmine square,South Dylan,M76 9YL,0,False,3.0,married or civil partner,32053,0,Murphy-White,9.42,SN608
608,Alexandra,Nash,81,Female,Toyota,Navigator,2009,Sedan,GB23NMEJ21502503622396,6529368187336367,705,09/17,04/23,Studio 62C Roger crescent,Harrisonfort,B4W 3NN,0,True,2.0,married or civil partner,31561,35344,None,0.0,SN609
609,Karl,Thomas,79,Male,Kia,GX,2012,SUV,GB72WJUK44405724109629,4703944468032447,975,06/17,06/18,9 Beth bridge,South Helen,NW8 4YQ,0,True,2.0,single,70177,20872,None,0.0,SN610
610,Conor,Bell,45,Male,Mitsubishi,Mercedes-AMG SL,2007,SUV,GB52UKPR80892276921433,577895569397,4298,10/20,10/25,Studio 06 Dale forks,Barnesburgh,S7 7WU,0,False,1.0,married or civil partner,71447,0,Chapman-Bennett,16.53,SN611
611,Joan,O'Brien,37,Female,INFINITI,323,1992,SUV,GB78QLHV20062302501793,4633697067373,871,06/21,05/25,92 Leah road,West Leonard,DH5 0TW,0,False,2.0,married or civil partner,27165,0,Phillips-Patel,8.28,SN612
612,Vanessa,Long,77,Female,Mercury,Corvette,1997,"Sedan, Coupe",GB32LLRY74398751478191,4905993010417917,114,05/14,12/24,3 Bennett crescent,East Pamelashire,NE6B 0DL,0,True,2.0,single,95729,35364,None,0.0,SN613
613,Nicole,Hammond,90,Female,Dodge,Bronco,2009,SUV,GB21KPFW28166261478609,4168444993378492928,550,02/13,12/17,357 Little freeway,Francescaland,SL7 3LU,0,True,3.0,married or civil partner,84646,28110,None,0.0,SN614
614,Leanne,Webb,75,Female,Chevrolet,Stealth,1996,"Sedan, Coupe",GB34QMDE02549905767847,639066640918,761,11/16,10/19,2 Katy squares,Lake Olivia,N2 6HP,18113.24,False,1.0,single,29606,0,"Williams, Mills and John",8.86,SN615
615,Claire,White,35,Female,BMW,350Z,1998,Pickup,GB88CHOX47735178613196,2330962147296717,621,10/14,09/24,Flat 7 Nicholas corner,New Karenfurt,PA7W 9XH,0,False,2.0,married or civil partner,18202,0,Green Ltd,5.87,SN616
616,Lynne,Bennett,64,Female,BMW,Highlander,2012,Sedan,GB05LTXU88187642757755,4692621228287,638,05/18,08/27,6 Oliver squares,East Aaronland,L6U 3DN,0,False,2.0,married or civil partner,41170,0,"Day, Henderson and Ryan",11.35,SN617
617,Josephine,Cameron,83,Female,Alfa Romeo,XK,2014,Van/Minivan,GB89JVJI85974063223328,4308090023860309,808,08/14,09/30,Flat 00E Ian parkways,Mellorhaven,S8U 6EQ,0,True,3.0,married or civil partner,62586,29411,None,0.0,SN618
618,Dominic,Evans,78,Male,Audi,Grand Caravan Passenger,2014,"Sedan, Wagon",GB95BTOS48838136915763,563288669598,432,02/20,11/26,88 Booth station,South Martin,LS0A 1ED,0,True,4.0,married or civil partner,37075,38505,None,0.0,SN619
619,Samuel,King,40,Male,GMC,Grand Caravan Passenger,2017,Coupe,GB03FLGT83217092916718,4679212364125545,863,12/15,11/21,1 Green road,North Jonathanton,SR4N 2GF,0,False,2.0,married or civil partner,47583,0,Mason-Watson,12.57,SN620
620,Kieran,Ryan,80,Male,Dodge,Charger,2012,"Sedan, Wagon",GB80UFJZ35426938790883,36816174227212,613,07/19,09/29,Flat 67P Morgan island,New Graham,G90 5TJ,0,False,2.168711656441718,single,37839,0,Harding Ltd,10.67,SN621
621,Amelia,Morgan,50,Female,Mercedes-Benz,Avalon,2012,Van/Minivan,GB47LTXG06341995719429,372973414219558,41,09/17,02/23,1 Gary mission,North Jake,HU64 7XW,0,False,2.0,single,68150,0,Marsh-Thomas,16.03,SN622
622,Reece,Price,66,Male,Chevrolet,Astra,1994,Van/Minivan,GB48GQNY27226946221626,4942778008157989888,535,01/13,12/23,25 Morgan junction,Port Rebeccaport,WN88 2LS,0,False,2.0,married or civil partner,70915,0,"Garner, Williams and West",16.45,SN623
623,Hayley,O'Sullivan,37,Female,Ford,Xterra,2013,SUV,GB33YRBB52992063695079,375036270592638,192,09/17,04/18,2 Johnson heights,West Cheryl,ZE4 1QU,13543.47,False,1.0,single,29080,0,"Hutchinson, Harris and Thomas",8.74,SN624
624,Dale,Young,41,Male,Nissan,Town & Country,1995,SUV,GB61MFYO30575764485891,577235096853,504,07/13,06/21,838 Tony way,Martinmouth,S06 7NA,0,False,1.0,married or civil partner,74982,0,"Waters, Stevens and Bruce",17.06,SN625
625,Chloe,Holt,50,Female,Subaru,Eos,2004,"Hatchback, Sedan",GB90GEHD55600132664099,4435515277717,8261,08/19,05/26,6 Lynne fork,Scottton,LS9 7DY,0,False,2.0,married or civil partner,21076,0,Moore LLC,6.7,SN626
626,Rosemary,Donnelly,70,Female,Lamborghini,NV200,2018,Sedan,GB26KQFO77342952047758,4430368644742960,838,08/16,03/18,6 Davis well,Lake Jade,L3 4FQ,0,False,2.0,married or civil partner,85691,0,"Hunter, Stewart and Hancock",18.58,SN627
627,Lynn,Shah,53,Female,Nissan,A3,2001,"SUV, Wagon",GB52LMVL92441393940126,180011598041860,369,08/19,11/28,914 Taylor inlet,Pottsmouth,PA0W 9XF,16962.69,False,3.0,married or civil partner,26071,0,Thornton Inc,8.01,SN628
628,Donald,Jones,46,Male,Toyota,1500 Crew Cab,2019,Van/Minivan,GB49FCOA01084367543882,562440735735,471,05/13,07/25,Flat 29V Reeves shore,Priceberg,G32 9YJ,0,False,3.0,married or civil partner,27283,0,Spencer Group,8.31,SN629
629,Natalie,Moore,23,Female,Nissan,E250 Super Duty Cargo,2011,Pickup,GB08JQHG79430330946603,4997258032116041728,576,01/16,12/25,Studio 0 Abbott center,Lake Joel,N8 2ET,0,False,2.0,married or civil partner,24604,0,Ellis-Reynolds,7.64,SN630
630,Diana,Lyons,81,Female,Mercedes-Benz,Concorde,2009,SUV,GB78LEUK18402640844752,4691549584246906,212,08/21,12/24,Flat 87w Ford port,Shaneport,M9B 2YH,0,True,4.0,single,68825,31915,None,0.0,SN631
631,Kayleigh,Robinson,70,Female,Acura,Navigator,2018,Sedan,GB76SBTM76943923589652,6011735843438834,705,03/21,10/26,771 Jennifer spur,East Linda,L7 9QP,1295.11,False,3.0,married or civil partner,55223,0,Khan Ltd,13.93,SN632
632,Ashley,Bailey,20,Male,GMC,Town Car,2012,Van/Minivan,GB15VWTF66053475029519,30134015680755,100,12/12,08/14,Flat 59 Cross isle,North Marianchester,HU3R 2RL,0,False,1.0,married or civil partner,62533,0,"Cole, Bond and Finch",15.15,SN633
633,Holly,Craig,41,Female,Honda,Savana 1500 Cargo,2010,Pickup,GB43AXSS29508328430006,676350650211,142,09/18,05/27,Studio 7 Danny fields,Dawnview,G7W 1NN,628.36,False,2.0,single,25759,0,"Woods, Webster and Hartley",7.93,SN634
634,Rita,Wilkins,45,Female,Chevrolet,E-Class,1998,Van/Minivan,GB61HETS42641346743399,4317053758293027840,0,05/13,01/21,Flat 8 Clive fords,Kirstyland,W2 0RW,10922.89,False,2.0,widowed,86765,0,Shaw and Sons,18.73,SN635
635,Hugh,Lee,51,Male,Audi,3 Series,1993,Van/Minivan,GB95CJEE95428106565331,3519832317108805,555,12/20,10/26,Flat 16 Victoria crescent,Richardsonville,WV3 4SN,0,False,2.0,widowed,63394,0,Smith LLC,15.29,SN636
636,Lisa,Evans,68,Female,Jeep,Land Cruiser,2006,Hatchback,GB17DBNR41534689093873,4093636452809321,428,11/14,11/20,Flat 61K Burns square,Joshuafort,B2 3JG,0,False,3.0,single,24668,0,Smith-Norris,7.65,SN637
637,Jennifer,Burgess,59,Female,Chrysler,Swift,2020,Van/Minivan,GB69SRHK10341265119839,3561885872204283,883,09/20,10/26,91 Sally cliffs,Rachaelfurt,M3 6HB,0,False,3.0,single,44024,0,Jordan Ltd,11.9,SN638
638,Abbie,Ahmed,26,Female,Cadillac,Ram Van 3500,1997,Coupe,GB25PPSP61467167054880,213166626571378,995,06/15,10/27,018 Kelly turnpike,Tomborough,B9J 7LX,7543.96,False,2.0,single,68707,0,"Jones, Macdonald and Cunningham",16.12,SN639
639,Gerald,Slater,65,Male,Ford,LS,1995,Pickup,GB44VPRL26203245109263,4990553445169727,296,06/21,01/25,79 Nicholls shore,South Derek,B7 0RS,0,False,3.0,married or civil partner,53028,0,"Shah, James and Davies",13.55,SN640
640,Charlene,Richards,78,Female,Dodge,Mustang,2002,Pickup,GB73OFQQ05633282184513,569387233665,598,01/15,04/26,Flat 07o Harrison trail,Lake Alex,HX8 0JT,0,True,2.0,married or civil partner,94286,15862,None,0.0,SN641
641,Shane,Wilkinson,91,Male,Chevrolet,Forester,2014,Sedan,GB78OTFJ06864409832400,3568628656210271,543,05/18,02/26,8 Rhys alley,West Dennishaven,E9 8NF,0,True,5.0,single,27172,11962,None,0.0,SN642
642,Jenna,Mitchell,57,Female,Toyota,CL-Class,2017,Sedan,GB77DHVA64738161419031,4148012844028332,512,09/19,11/20,Flat 86F Declan passage,New Kayleigh,B00 2QF,0,False,1.0,married or civil partner,39153,0,"Payne, Bradshaw and Dawson",10.94,SN643
643,Nigel,Jones,62,Male,Nissan,Vibe,2001,"Wagon, Convertible",GB79RNLS03669761978698,376663037095792,787,02/13,09/25,Flat 15 Cooper crossroad,Stokesview,GL3 2YY,0,False,2.0,single,62115,0,"Booth, Fraser and Fox",15.08,SN644
644,Josephine,Wilson,52,Female,Ford,Range Rover,2000,SUV,GB61QXNA87295867826094,180065370542321,592,10/15,11/15,012 Ashleigh meadow,Port Jemma,DH00 9BB,11057.68,False,2.0,married or civil partner,56470,0,Reynolds PLC,14.15,SN645
645,Marie,Lewis,42,Female,Mercury,Tacoma Access Cab,2019,SUV,GB66VDHQ32216032371088,3543161336290414,583,07/18,04/19,4 Emma neck,Warnershire,E7H 4RA,"{'amount': '19590.65', 'time_period_years': 3}",False,2.0,divorced,25434,0,Wyatt-Chamberlain,7.85,SN646
646,Adrian,Freeman,59,Male,Jeep,Aveo,2005,SUV,GB92FIYJ10690000059106,6011829231004108,777,08/20,02/23,79 Jordan corner,Schofieldmouth,W1 5PL,0,False,1.0,married or civil partner,85734,0,"Jones, Bailey and Johnson",18.59,SN647
647,Chelsea,Hopkins,55,Female,Maserati,Grand Am,2001,Sedan,GB59RMIJ89056657881499,4974497827099,7186,01/20,07/22,5 Baker common,Garryborough,S5 5UH,7209.39,False,2.0,married or civil partner,36199,0,Robertson-Edwards,10.33,SN648
648,Rachel,Watkins,32,Female,Ford,Tucson,2003,Pickup,GB14SWFY89501833876472,345920600792926,78,10/14,02/23,6 Danielle fort,Thomasfurt,L28 9JG,11570.02,False,3.0,married or civil partner,20431,0,White LLC,6.52,SN649
649,Marian,Johnson,45,Female,Chrysler,Highlander,2019,"Sedan, Coupe, Convertible",GB74AQCJ99053752785530,3510279964170457,367,03/14,01/27,645 Mohammad meadow,Margaretchester,HA29 4TP,0,False,5.0,single,36366,0,Evans LLC,10.36,SN650
650,Bruce,Dunn,79,Male,Dodge,IS F,2008,"Sedan, Coupe",GB94GMRC27224131273633,3597726368540152,7933,04/14,12/28,Flat 49H Billy summit,West Naomiborough,HR6 7BY,0,False,2.168711656441718,single,68603,0,Sykes-Palmer,16.1,SN651
651,Gareth,Gordon,22,Male,Mitsubishi,Sierra 1500 Regular Cab,2012,Van/Minivan,GB66NIPB37023490803524,343785781149895,494,07/14,02/18,11 Barnes trail,Lake Conor,L1K 4LY,0,False,2.0,married or civil partner,76369,0,Roberts and Sons,17.26,SN652
652,Gerard,Stevens,25,Male,Buick,Eclipse,2012,Van/Minivan,GB10CJOS86195410076977,3561609898049468,8265,07/20,02/30,Flat 4 Holt gardens,Russellhaven,M40 3XD,0,False,1.0,single,48111,0,Hart-Higgins,12.67,SN653
653,Anthony,Richards,27,Male,Maserati,626,2016,Hatchback,GB06XLBT85048607445778,639079951039,358,08/14,04/28,Flat 99S Mohamed isle,North Mariemouth,B6 1YP,0,False,3.0,single,62572,0,Fowler-Morrison,15.15,SN654
654,Mary,Davis,86,Female,Mitsubishi,LaCrosse,2015,SUV,GB65TGZK81164065377344,30583813736112,155,01/15,03/19,Studio 62 Arnold summit,Simonfort,SP1V 9EJ,0,True,2.0,divorced,68619,34372,None,0.0,SN655
655,James,Hewitt,67,Male,Honda,Safari Cargo,2007,SUV,GB24QPSY88060706654847,5217380116581434,210,09/13,02/15,496 Ahmed center,Ballside,CW8 7ZU,0,False,3.0,single,91854,0,Davies Inc,19.42,SN656
656,Judith,Mills,25,Female,Lexus,2500 Crew Cab,2006,"Wagon, Sedan",GB29UMJF45024548793626,3527060506565276,80,11/15,09/18,276 Baker fields,Lake Samville,SW91 1EA,0,False,2.0,married or civil partner,86638,0,"Reed, Gibson and Robinson",18.71,SN657
657,Edward,Carter,78,Male,Ford,Express 2500 Passenger,2013,Van/Minivan,GB93FCPU68709636025687,639006299494,9,10/19,01/23,4 Antony islands,Craigberg,B4 0RB,0,True,2.0,married or civil partner,82064,16005,None,0.0,SN658
658,Reece,Brown,63,Male,Eagle,Sierra (Classic) 2500 HD Extended Cab,2001,SUV,GB49QVLP91447661538988,565098383047,448,02/15,12/20,75 Holly turnpike,Frenchmouth,B1C 6BF,0,False,2.168711656441718,married or civil partner,21450,0,Cooper PLC,6.8,SN659
659,Stephen,Davies,57,Male,Toyota,Sentra,2010,SUV,GB74NKZR12531531279914,3581452127886566,375,01/18,06/28,66 Mohammed prairie,North Elaine,TQ6 4FP,0,False,3.0,married or civil partner,82260,0,"Harris, Smith and Ahmed",18.11,SN660
660,Marcus,Baker,57,Male,Mitsubishi,Hombre Regular Cab,2019,Pickup,GB57CITW82831065176982,4539183433898,261,11/21,10/29,430 Jodie wall,Natalieton,WS8W 8LH,0,False,2.168711656441718,married or civil partner,77218,0,Taylor-Fowler,17.39,SN661
661,Heather,Taylor,79,Female,Ford,Yukon XL 1500,1996,Convertible,GB63GEWA86154835393249,379627509865419,931,04/14,03/30,Studio 84 Bennett harbor,Luketon,LE7 9LF,6104.51,True,3.0,single,79429,32831,None,0.0,SN662
662,Bruce,Smith,34,Male,Nissan,New Yorker,2002,SUV,GB55DJHX81641796805296,347883693706542,20,04/21,08/31,324 Dylan loop,Owentown,NG0 0LF,0,False,1.0,single,67285,0,"Ross, Smith and Butler",15.9,SN663
663,Georgia,Moss,21,Female,Toyota,Caravan Passenger,2011,Sedan,GB49WDJL58638920601401,6011659484311276,202,07/21,03/24,Flat 58 Atkinson manors,North Alexandra,S49 3FR,0,False,3.0,married or civil partner,80025,0,Bentley Inc,17.79,SN664
664,Kathleen,Holland,60,Female,Honda,SLK-Class,2011,Wagon,GB68DHKB23421556104019,2241602870359633,557,10/16,12/22,31 Georgina estate,South Reeceshire,L8 1QR,0,False,2.0,married or civil partner,97070,0,Chapman-King,20.1,SN665
665,Tracy,Francis,44,Female,Nissan,Xterra,2002,Pickup,GB19LNND99687735479343,30372197826107,200,06/17,08/20,Flat 4 Fuller river,Port Duncan,W8 9SZ,0,False,2.0,married or civil partner,34609,0,Hill Ltd,9.99,SN666
666,Antony,Matthews,58,Male,Honda,Malibu,2010,Van/Minivan,GB22OLJD71831672941652,4410734049171,514,10/21,10/22,694 Jodie road,Port Alexander,L07 2RY,0,False,3.0,married or civil partner,67899,0,Edwards-Dixon,15.99,SN667
667,Eleanor,James,30,Female,Maserati,B-Series Extended Cab,2010,Hatchback,GB34DDEX29619184041924,5446919476301538,672,09/20,06/29,Studio 69X Jones lodge,Abigailburgh,WV52 5SY,0,False,3.0,married or civil partner,27810,0,Higgins-Parkes,8.44,SN668
668,Molly,Lawrence,43,Female,Toyota,Vantage,1994,Hatchback,GB82FHLL66674028141744,3525716206973530,874,08/20,09/28,Flat 8 Humphreys glens,North Craig,EN81 5EX,0,False,3.0,married or civil partner,81701,0,"Lee, Smith and Crawford",18.03,SN669
669,Howard,Fisher,36,Male,Cadillac,A5 Sport,2001,"Sedan, Coupe",GB63OFJX98696203484386,6011660007586352,475,01/14,02/18,Flat 48L Edwards squares,Jordanland,LD8 5FL,0,False,2.0,widowed,36078,0,Kirby Inc,10.3,SN670
670,Brenda,Hayes,27,Female,Ford,Safari Passenger,2016,Sedan,GB58QSLP73907325625672,3510892889942105,599,04/19,07/29,Studio 41 Abbie point,Shannontown,G2 9XJ,0,False,1.0,single,28661,0,Allen-Moore,8.64,SN671
671,Dennis,Phillips,38,Male,Ford,Routan,1992,Coupe,GB66UFXF36514108648996,2319873014747838,535,09/16,03/28,Studio 6 George flat,Joyceshire,BD0M 4EN,0,False,1.0,married or civil partner,21770,0,"Hewitt, Gibbs and Heath",6.89,SN672
672,Gordon,Cross,86,Male,Chevrolet,100,1997,"Sedan, Coupe, Hatchback",GB32LNFX06932454659962,340325692308349,966,08/18,12/21,Studio 64v King walks,North Raymond,TF36 8EZ,0,True,2.0,married or civil partner,81493,35482,None,0.0,SN673
673,Robert,Shaw,34,Male,Nissan,V70,2000,Convertible,GB48WBRR58581234791963,5544137688507443,581,09/19,06/27,Studio 78 Irene plaza,Jeremyland,RH15 2QX,0,False,2.0,married or civil partner,20454,0,"Fuller, Davison and Blackburn",6.52,SN674
674,Christian,Payne,30,Male,Freightliner,Grand Cherokee,2010,Sedan,GB56IQTG43952579525958,3520483403322962,5135,05/21,11/28,Flat 2 Denis knolls,Sandersonberg,S2D 7YZ,7967.25,False,5.0,married or civil partner,51703,0,Russell PLC,13.32,SN675
675,Norman,Mann,49,Male,Chevrolet,Escape,2011,Sedan,GB70VKGA55004119693657,3595837477162481,72,07/19,06/21,Flat 1 Katherine port,Port Damien,DH5 0WU,10207.72,False,3.0,divorced,85991,0,Martin-Hyde,18.63,SN676
676,Clifford,Davis,87,Male,INFINITI,Venture Cargo,2014,SUV,GB30FVDS35878951559198,213140153605206,890,08/15,02/18,Studio 0 Patel inlet,Douglasfurt,YO4 4PU,0,True,2.0,single,90238,25077,None,0.0,SN677
677,Sian,Jones,34,Female,Toyota,SL-Class,2014,Pickup,GB02ITAV90786242430896,6011478403859319,340,12/17,09/25,Flat 04 Emily spurs,Matthewhaven,S8 3WT,15017.75,False,2.0,married or civil partner,51159,0,Taylor-Yates,13.22,SN678
678,Kyle,Bartlett,51,Male,Chevrolet,T100 Regular Cab,2001,Convertible,GB73AJEA63834688417111,4837245407391,762,01/13,05/14,0 Taylor radial,West Ronald,HS4Y 7EJ,0,False,2.0,single,49849,0,Walton-Hyde,12.99,SN679
679,David,Stephens,88,Male,BMW,Rabbit,2012,"Sedan, Wagon",GB25AHVY69870611888287,676115300961,158,08/18,02/19,599 Linda gateway,Hendersontown,E0S 7RY,0,True,2.0,widowed,68724,26445,None,0.0,SN680
680,Gordon,Ellis,43,Male,Chevrolet,Prelude,2010,Convertible,GB50LTOI87598751717895,4545042713859,889,08/13,10/28,51 Harrison trail,Brownmouth,WA34 9XR,0,False,3.0,married or civil partner,44824,0,"Allen, Johnson and Wilkins",12.06,SN681
681,Alexander,Wallace,37,Male,Lincoln,QX80,2007,Van/Minivan,GB45UAEL69886905201254,676211897126,428,02/18,08/30,Studio 63d Richard square,Port Yvonnechester,W2B 8RJ,0,False,3.0,widowed,55180,0,Carter-Taylor,13.93,SN682
682,Gemma,Price,32,Female,Acura,S8,2003,SUV,GB38ZFKD05687043198166,2272617036260915,203,09/18,08/28,1 Rhys inlet,Lukeside,HS83 2NB,0,False,3.0,divorced,41994,0,Howarth-Savage,11.51,SN683
683,Deborah,Barnett,43,Female,MAZDA,TT,2010,Van/Minivan,GB52FXHL58431951439226,345209049272264,179,06/13,05/19,Flat 10 Marie points,Jacobmouth,L9 8ZE,0,False,3.0,married or civil partner,65732,0,Stevenson LLC,15.66,SN684
684,Christine,Sullivan,41,Female,Pontiac,XC40,2010,Van/Minivan,GB09POVR61682863002479,345004624508301,417,10/16,06/21,Studio 0 Kennedy spring,North Laura,L3 9GP,0,False,1.0,single,57414,0,Moss-Thomas,14.3,SN685
685,Elizabeth,Pearce,23,Female,Chevrolet,Elantra,2018,Sedan,GB20FNPG96374534267555,349723904506745,310,06/21,11/30,67 Nigel turnpike,East Mathewville,B1 8DF,0,False,1.0,divorced,17705,0,Lyons and Sons,5.72,SN686
686,Douglas,Williams,25,Male,Nissan,NV200,1997,Hatchback,GB42IDCS88441346025594,213162266246264,868,11/16,05/22,37 Connor locks,Angelastad,M3W 1BZ,0,False,1.0,single,20715,0,"Thompson, Talbot and Butler",6.6,SN687
687,David,Thomas,70,Male,Dodge,NEXO,2006,Coupe,GB56ERJJ48136444549710,6550320225014813,2701,10/18,10/22,5 Walsh radial,Dobsonborough,W7W 5GL,"{'amount': '11668.89', 'time_period_years': 0}",False,2.0,single,26199,0,Graham Group,8.04,SN688
688,Catherine,Pearce,69,Female,Volvo,Sentra,2016,SUV,GB86CMFY30121243315297,3538580289756435,202,06/19,11/23,391 Jonathan light,Carpentermouth,B6 1HQ,0,False,1.0,widowed,89148,0,"Bowen, Carter and Miles",19.06,SN689
689,Lewis,Davis,61,Male,Honda,4Runner,2018,Van/Minivan,GB38CYUH92014781987351,4829424665379106,388,06/19,12/24,Studio 96Z Johnson shores,South Nicolaview,G8J 9JH,0,False,2.0,married or civil partner,40792,0,"Mitchell, Thompson and Butler",11.27,SN690
690,Amanda,Wong,57,Female,Isuzu,LS,2012,Coupe,GB94DOZY49546620226391,4602546890050830,719,06/21,10/26,Studio 90p Duffy brooks,Port Georgina,G11 5AR,0,False,1.0,married or civil partner,82277,0,"Rowley, Fisher and Lewis",18.11,SN691
691,Arthur,Stevens,90,Male,Acura,Kizashi,2017,"Coupe, Sedan, Convertible",GB64KDOW76020980847750,4421170375759960,373,02/15,01/19,5 Thompson pine,New Adrian,NR6A 4PF,0,True,2.168711656441718,married or civil partner,45507,38778,None,0.0,SN692
